,noisy_SMILES
5357,Ccccc1c(C)c1NCC(=O)N2CCCN(Cc3nc4ccccc4[nH]3)CC2                                                               
5358,nn1Cc(c2ccc(F)cc2)c(c3ccc4nc(NC(=O)c5ccncc5)cn4n3)c1C6CCNCC6                                                  
5359,CCNCC1(CC1)C(=O)CN(Cc2ccc(F)cc2)S(=O)(=O)C                                                                    
5360,(NCC=O)c1c(oc2cc(N(C)S(=O)(=O)C)c(cc12)c3ccc4N=C(C)N(C(C)c5ccc(F)cc5)C(=O)c4c3)c6ccc(F)cc6                    
5361,CCCN1CCOC(CC(=O)Nc2ccc(cc2)[N+](=O)[O-])C1=O                                                                  
5362,cCCC1cc(ccn1)c2nc(cs2)c3ccc(N)cc3                                                                             
5363,O=C1CC2CCC3(CC2(CC#C)C1)OCCO3                                                                                 
5364,CC1ON=CNc2c1ncn2CCc3cc(cc4c(cccc34)C(F)(F)F)C(=O)O                                                            
5365,Fcccc1(cc1)C(OCCN2CCN(CC=Cc3ccccc3)CC2)c4ccc(F)cc4                                                            
5366,NC1C=C(OC1=O)c2ccccc2                                                                                         
5367,COc1ccc(c(OC)c1)c2cc(N)n(n2)S(=O)(=O)Cc3ccccc3                                                                
5368,CN(C)c1ncnc2c1ncn2C3OC(CO)C(NC(=O)C(N)CSCCCCCCO)C3O                                                           
5369,COc1ccc(cc1OC)C(=O)Nc2nnc(SCC3=CC(=O)c4cc(C)ccc4N3)s2                                                         
5370,1OcCccc(cc1OC)c2csc(NC(=O)C3CSC4(C)CCC(=O)N34)n2                                                              
5371,C=(CNCCC=C)C(=O)C1=Cc2ccccc2C(=O)O1                                                                           
5372,1CCC(C)CCCC2(C)C1CCC3(C)C2CC(OC(=O)C)C4(C)C(C=O)C(C(O)CC34)C(=O)C                                             
5373,[ON][-+](=O)c1ccc(C=CC(=O)N2CCN(CC2)c3ccccc3F)cc1                                                             
5374,1CcCccc2[nH]c3C(NCCc3c2c1)c4ccc(OC)c(OC)c4OC                                                                  
5375,COc1ccc2[nH]c3c(CCN4C(=O)C(CC(=O)NCCCN(C)C)CC(C(=O)N(C(C)C)C(C)C)C34C)c2c1                                    
5376,CN(C)C(=O)c1cccc(CN2CCCC2c3c(C)nn(C)c3C)c1                                                                    
5377,CNCC)(COc1ccc2C=C(NC(=O)c3ccc(O)c(CC=C(C)C)c3)C(=O)Oc2c1C                                                     
5378,cc1Ccc(cc1)n2nc(cc2N=C(O)c3cnn4cccnc34)C5CN(Cc6cnccn6)C5                                                      
5379,CCCN(()C)c1cc(O)cc2OC(=O)c3ccccc3c12                                                                          
5380,]O-[[N+](=O)c1ccc(C=C2C=C(N(C2=O)c3ccccc3)c4ccccc4)cc1                                                        
5381,CCCC)((N)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)N                     
5382,1OcCccc(cc1)C2=C(C(=O)N(O)C2=O)c3cc(OC)c(OC)c(OC)c3                                                           
5383,OCCCN(1CCCCC1)COC2=CC(=O)Oc3ccccc23                                                                           
5384,SCCCCC(N)C(=O)NC(C)P(=O)(O)O                                                                                  
5385,Fcccc1(cc1)C2=C(N3CCCN3C2=O)c4ccnc(NCC=C)n4                                                                   
5386,CN(C)CC(=O)N1CCC(=CC1)c2ccc(NC(=O)N3Cc4ccncc4C3)cc2                                                           
5387,C(c1ccc2OCCCc2c1)n3cc(nn3)C4CCOC4                                                                             
5388,(C1OCNC(=O)c2cccc(c2)n3cccn3)CCSC1                                                                            
5389,Cc(nc1Cc2ccccc2)c(C(=O)O)c(C(=O)O)c1O                                                                         
5390,CC#CC1(O)CCC2C3CCC(=O)C(=C3C(CC12C)c4ccc(cc4)N(C)C=O)CCC(=O)O                                                 
5391,CCn1nccn1c2ccc(OCc3ccccc3F)cc2                                                                                
5392,NN1C(C(=O)C(=C1C)NC(=O)Nc2cccc(C)c2)c3ccccc3                                                                  
5393,CCCC)(N=C(S)N(CCO)Cc1cc2cc3OCOc3cc2nc1O                                                                       
5394,CN(C)C1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc(C)c5)CC1                                                          
5395,OC(CN(Cc1cccc(OC(F)(F)C(F)F)c1)c2cccc(OCc3cccc(c3)C(F)(F)F)c2)C(F)(F)F                                        
5396,CCCCCCCCNC(=O)Cc1ccc(O)c(c1)[N+](=O)[O-]                                                                      
5397,CNCCC1(CC1)N=C(O)c2cccc(Nc3nccc(n3)c4cnc(N5CCC(F)(F)C5)c(c4)C#N)c2                                            
5398,1=CON(CC#N)c2ccccc2N(C3CCN(CC3)C4CCCCCCC4)C1=O                                                                
5399,FC(F)(F)Oc1ccc(cc1)C2=NC(CO2)C(=O)NC3CCCCC3                                                                   
5400,(=COCCn1ccc2ccccc12)Nc3ccnn3CC4CCOC4                                                                          
5401,CCCC)(C1CNC(C1)C(=O)N2CCCC2C#N                                                                                
5402,CCCC(c1ccc2c(cnn2c3ccc(F)cc3)c1)C(C)(C)C(=O)Nc4nncs4                                                          
5403,CC(=C1Nc2ccccc2C1=O)c3ccc(Oc4ccc(OC(F)(F)F)cc4)nc3                                                            
5404,CCCCCCCCCCCCCC(=O)NCC(O)c1ccc(CC)cc1                                                                          
5405,COcc1Ccccc1C2=CC(=O)CC(C2)c3ccc(F)cc3                                                                         
5406,(=COCOC(=O)C=Cc1cccs1)NC(=O)Cc2ccccc2                                                                         
5407,O=c(NC1nc(cs1)c2ccc(cc2)S(=O)(=O)N3CCCC3)C4CCCC4                                                              
5408,cc1Cc(C(=O)CSc2cccc[n+]2[O-])c(C)n1c3ccccc3                                                                   
5409,COc1ccc2nc(Nc3nc(cs3)C4=Cc5ccccc5OC4=O)sc2c1                                                                  
5410,=C1CCN(C2OC(CNC(=O)CC(O)(CC(=O)OCC=C)C(=O)OCC=C)C=C2)C(=O)NC1=O                                               
5411,OC)=O(c1nc(nc(O)c1O)c2cscc2NC(=O)NCc3ccccc3                                                                   
5412,CC(NC(=O)N1CC(=O)Nc2cc(ccc2C1)C#N)C3CCc4cc(F)c(F)cc34                                                         
5413,O=S(CCc1nnc(c2cccs2)n1Cc3occc3)c4ccc5OCOc5c4                                                                  
5414,1OcCccc(CC(=O)N2CCN(C)CC2)cc1                                                                                 
5415,COO(=C)C(Cc1ccccc1)NC(=O)c2ccc(CNC(=O)C=Cc3csc(n3)c4ccccc4)cc2                                                
5416,1CcCnn(Cc2cccc(C)n2)c3cccc(NC(=O)c4cnc5cc(OCC6CCN(C)CC6)ccn45)c13                                             
5417,OCC1OC(CC(=O)NCc2ccccc2)CC3C1Oc4ccc(NC(=O)C5CCOCC5)cc34                                                       
5418,=C(NO)Nc1ccc(cc1)c2cccc3onc(N)c23                                                                             
5419,CCnC)(1cnc2c(NCc3ccccc3)nc(nc12)N4CCC(O)C4                                                                    
5420,CC(Nc1ccc(O)cc1)C(=O)NC2CCCNC(=O)CCC(NC(=O)CNC2=O)C(=O)N                                                      
5421,FC(F)(F)Oc1ccc(NC(=O)NC2CCN(CC2)S(=O)(=O)c3ccccc3)cc1                                                         
5422,CC(C)c1cc2C3CC4C(C)(C)CCCC4(C(=O)O3)c2c(O)c1O                                                                 
5423,NS)=O((=O)c1cccc(NC(=O)COC(=O)Cc2ccc(s2)S(=O)(=O)N3CCOCC3)c1                                                  
5424,(=CONc1ccc2nsnc2c1)N3CCCCCC3                                                                                  
5425,Occcc1cc1C=Cc2noc(n2)c3ccccc3O                                                                                
5426,CCCCCOC(=O)N1CCN(CC1)C(=O)C(CCC(=O)O)NC(=O)c2cc(nc(n2)c3ccccc3)N4CCN(CC(=O)N5CCCC5)CC4                        
5427,Ccncc12c(cnc2c1)C(=Nc3cc(ccc3C)c4noc(n4)C5CC5(F)F)O                                                           
5428,CC(C)(C)C(=O)Nc1ccc(cc1)S(=O)(=O)NC2=NCCCCC2                                                                  
5429,O=S1SCC(=N1)c2cnccn2                                                                                          
5430,CCOC(=O)c1cccc(NS(=O)(=O)c2ccc(OC)cc2)c1                                                                      
5431,CCN=N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c2ccc(cc2)n3cccc3                                                    
5432,1OcCccc(CN2CCC3=C(C2)C(=O)NC(=N3)SCC(=O)Nc4cc(C)cc(C)c4)cc1                                                   
5433,Occcc12cc(ccc2c1)c3oc4ccc(O)cc4n3                                                                             
5434,1CNCCCN(Cc2ccc(C=CC(=O)c3ccc(OC)cc3)cc2O)CC1                                                                  
5435,CCC2C1C3C(C(CC4=CC(=O)C=CC34C)Sc5cccc6ccccc56)C1CCC2=O                                                        
5436,CC(C)c1ccc(cc1)N(CC(=O)NCC2CCCO2)C(=O)CCC(=O)Nc3cc(C)on3                                                      
5437,CC(C)(C)c1ccc(NC(=O)c2cccc(CN3CCCN(CC4CCCCC4)CC3)c2)cc1                                                       
5438,CC(ON1CCN(CCSC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4                                                                
5439,O=O(CCc1ccc2CCCc2c1)NCc3ccccc3                                                                                
5440,cn1C(COc2ccc(C=CC(=O)c3cc(ccc3O)c4nn[nH]n4)cc2)nc5ccccc15                                                     
5441,CC)(C1CC(CC(C)(C)N1[O])NC(=S)NCc2ccc(cc2)S(=O)(=O)N                                                           
5442,cc1Cccc(n1)c2nn(CC(=S)Nc3ccccc3)cc2c4ccc5nccnc5c4                                                             
5443,Ccccc1(cc1)S(=O)(=O)Nc2cc(C)ccc2C(=O)Nc3nc(cs3)c4ccccc4                                                       
5444,CN(C)CCNC(=O)c1cccc2nc3ccc4c(OCC(=O)N)cccc4c3nc12                                                             
5445,CCCCCCCCc1ccc(CCC(N)CCS(=O)(=O)O)cc1                                                                          
5446,1OcCccccc1C2=CN=C(N3CCCC(N)C3)N(Cc4ccccc4C#N)C2=O                                                             
5447,CCC(CB)OC(=O)C(N)CCCCNC(=S)NCc1ccc(cc1)S(=O)(=O)N                                                             
5448,CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N4CCN(CC4)C(=O)C5CCCCC5)nc2n1C6CCCC6                                            
5449,CC)=O(N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c3cc(CC4Cc5ccccc5C4)ccc13                                              
5450,1OcCccccc1c2noc(CCC(=O)N3CCN(CC3)c4cc(C)ccc4C)n2                                                              
5451,CN)(CCC#Cc1ccc2C(=O)c3cc(C)c(C)cc3Oc2c1                                                                       
5452,=P(OO)(O)Cc1cccc2ccccc12                                                                                      
5453,COc1ccc2[nH]cc(CCN3C=CC(=O)C(=C3C)C)c2c1                                                                      
5454,cc1Fccc(c1)C(=O)N2C3CC(C=C3)C2(C(F)(F)F)C(F)(F)F                                                              
5455,COc1cc(O)cc(c1)c2oc3cc(OC)c(O)cc3c2                                                                           
5456,CN1C(=O)Nc2c(ncn2C3OC(CO)C(O)C3O)C1=O                                                                         
5457,O=O(=S)(CC#Cc1ccccc1C#Cc2ccccc2C#CCS(=O)(=O)c3ccccc3)c4ccccc4                                                 
5458,cCCC1nc2cc(C=CC(=O)NO)ccn2c1CN(CC)CCC(C)(C)C                                                                  
5459,Nccnc1(cc1I)C(=O)O                                                                                            
5460,1OcCccc(F)c(CN2CCCC(O)(CNCc3cocc3)C2=O)c1                                                                     
5461,Cc2cc1c(CCCC2(C)C)c(C)c1C(=O)O                                                                                
5462,(OCC=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cc(OC)nc(OC)n2                                                           
5463,CCC2C1C3C(C(CC4=CC(=O)C=CC34C)C#N)C1CCC25CCC(=O)O5                                                            
5464,cc1Ccc(cc1Nc2ncnc3cnc(nc23)N4CCCCC4)C(=O)Nc5nnc(s5)C(F)(F)F                                                   
5465,CCC(CN)CCNC1c2cccnc2COc3ccc(OC(C)C)cc13                                                                       
5466,CCCCc1ccc(C=Cc2ccccc2[N+]#[C-])cc1                                                                            
5467,OBcO)(1ccccc1Oc2ccccc2                                                                                        
5468,]O-[[N+](=O)c1cc(ccc1OCC(=O)N2CCCC2)S(=O)(=O)N3CCCC3                                                          
5469,Ccncc1c(n1)N2CCCC(C2)C(=O)Nc3nnc(C)s3                                                                         
5470,=C(OO)c1cc2sc(Nc3ccccc3)nc2cc1O                                                                               
5471,CCcc1Occ(cc1C(=O)O)S(=O)(=O)N2CCC(CC2)c3ccccc3                                                                
5472,CN(CC(=O)Nc1ccc(F)c(F)c1F)C(=O)Cn2cnc3N(C)C(=O)N(C)C(=O)c23                                                   
5473,CC)=C(C1CCC2(CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(CO)C5CCC34C)C12)C(=O)OCC=C                                         
5474,=CCCCCC=CCC=CCCCCCCCC(=O)NCCc1c[nH]c2ccc(O)cc12                                                               
5475,CCc=C(1oc(cc1)C(=O)O)c2cc3c(cc2C)C(C)(C)CCC3(C)C                                                              
5476,cc1Cccc(NC(=O)N2CCC(CO)(CC2)Nc3ccccc3)c1                                                                      
5477,COc1cc(cc(OC)c1OC)C(=O)NCc2oc(SCC(=O)N3CCC(C)CC3)nn2                                                          
5478,=C1OCc2ccncc2NC1=O                                                                                            
5479,OCO(CC)OCN1C=C(Cc2cccc(OCCCF)c2)C(=O)NC1=O                                                                    
5480,N(CC1CCOCC1)Oc2ccc(cc2)c3cnc4c(cnn4c3)c5ccsc5                                                                 
5481,OC(OC1COP(=O)(O)O)C(O)C1O                                                                                     
5482,cc1Fcc(cc1)c2nnn(CC(=O)OCC(=O)c3ccccc3)n2                                                                     
5483,O=1NCCCCC(CCN2CCC(CC2)c3coc4ccccc34)CC1                                                                       
5484,(=COc1ccc(OCCC2CCCC2)cc1)c3c(sc4ccccc34)c5ccc(OCCN6CCCC6)cc5                                                  
5485,O=S(CCc1nc(nc2CCCCc12)c3ccccc3)N4CCOCC4                                                                       
5486,CC1ONC(CF)C(O)C1O                                                                                             
5487,OC1Cc(c(C(=O)c2ccccc2)c3ccccc3n1C(=O)c4ccccc4)c5cccnc5                                                        
5488,CC(NC(CC=Cc1ccc(cc1)C#N)C(=O)O)C(=O)O                                                                         
5489,CCNCCC(CCCCC)CCCN=C1C=C(O)C(=O)c2ccccc12                                                                      
5490,(=COCN1CCSCC1)Nc2ccc(cc2)N=C3SCC(=O)N3Cc4occc4                                                                
